NAME,CATEGORIES,DESCRIPTION,LATITUDE,RATING,LONGITUDE,DESTINATION,GENERAL_LOCATION,ID,split
Roma Limousine Car Service N.C.C.,"['Transportation', 'Taxis & Shuttles']",,41.89575,4.5,12.44541,Rome,,4071965,validation
Le Trocadero et son esplanade,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,48.86247,4.5,2.28796,Paris,,18845487,validation
Petrie Museum of Egyptian Archaeology,"['Museums', 'History Museums', 'Art Museums']",,51.524666,4.5,-0.133493,London,"University College London, Malet Place, WC1E 6BT",638489,validation
Catacombe SS. Marcellino e Pietro - Mausoleo di S. Elena,"['Sights & Landmarks', 'Ancient Ruins', 'Cemeteries', 'Sacred & Religious Sites']","Excavated below this location between the 3rd and 5th centuries CE, the Catacombs of the SS. Marcellino and Pietro house many tombs of very rich Christians who have left us wuonderful frescoes recently restored to their original splendor through laser technology. With its 18,000 square meters of galleries and chambers at about 16 meters below ground level, these catacombs represent an authentic tresure trove of Subterranean Christian Rome.",41.87803,5.0,12.54863,Rome,,6622680,validation
Museum in der Kulturbrauerei,"['Museums', 'Specialty Museums', 'History Museums']","Millions of Germans lived in Communist East Germany for 40 years – so what was it like? Our permanent exhibition on “Everyday Life in the GDR” shows what East Germans’ lives were like in the 1970s and 1980s – at work, in public and in private. It shows how the Communist regime shaped everyday life, how people coped with the lack of things and the borders, and how they created free spaces for themselves. We present original objects in the individual themed rooms in the exhibition that then blend with everyday scenes. You can take a seat in a tavern, a living room or at a work bench, and find out more about leisure time and improvisation, housing construction and working life in Communist East Germany. Everyday objects are supported in the exhibition by historical documents, accounts by contemporary witnesses, and film material from the time, shedding light on everyday life in Communist East Germany from several different angles.",52.540375,4.5,13.414167,Berlin,"Knaackstraße 97, 10435",5580809,validation
Ile Saint-Louis,"['Sights & Landmarks', 'Nature & Parks', 'Points of Interest & Landmarks', 'Islands']","Cobble-stoned neighborhood featuring quiet shops, cafes and bistros.",48.851936,4.5,2.357036,Paris,,209761,validation
Santorini Skyline Travel,"['Transportation', 'Taxis & Shuttles']","Santorini Private Tours and Excursions with Skyline Travel. As we a local Santorinian company we can show you Santorini like no one else can. We offer tours and excursions to see the archaeological sights, traditional settlements, traditional villages, Santorini wineries, Oia Village, breathtaking volcano views, red beaches, black sandy beaches, Akrotiri and other beautiful scenery. For cruise ship travelers we offer tours to the highlights of Santorini in just few hours. Skyline Travel office is just 1 minute walking from the top of the cable car! With luxury buses, mini-buses, shuttle vans, luxury limousines, taxi and coaches we can provide all the services you need in Santorini island. From and to the Santorini airport, from and to Athinios port, from any hotel or any pickup point you indicate to any destination. Private, semi private or shared transfers. Your chauffeur will meet you at the port, airport or anywhere else indicated holding a sign with your name.",36.420105,5.0,25.431675,Greece,,10191568,validation
The Circle Convention Center,"['Traveler Resources', 'Conference & Convention Centers']","The Circle Convention Center is located within the Circle, the new destination adjacent to Zurich Airport. It features 2,800 square meters of flexible meeting space, equipped with state-of-the-art technology and featuring an abundance of natural daylight.",47.45071,5.0,8.565191,Zurich,,23358812,validation
Rtxp Amsterdam,"['Museums', 'Art Museums']","RTXP stands for Art Experience. And what an experience! In one of the most beautiful buildings in De Pijp, realistic studies take you through many centuries of painting. From the Renaissance to modern times. Or for the art lover: from Jan van Eyck to Piet Mondriaan. You start with The Garden of Earthly Delights, the world-famous triptych by Hieronymus Bosch, and The Birth of Venus by Botticelli. Then you will come face to face with the Mona Lisa and, on the basis of 50 studies of the most iconic paintings, you will be transported through centuries of painting. Van Gogh, Vermeer, Degas, Renoir, Mondrian... you can admire them all lifelike in the many rooms. There is even a room dedicated to Monet, where you are part of a 360° painting of the Japanese bridge in his garden in Giverny.",52.357483,5.0,4.890176,Amsterdam,,25261894,validation
Mission: Breakout - The Escape Room - London,"['Fun & Games', 'Room Escape Games', 'Game & Entertainment Centers']",Mission: Breakout - The Ghost tube station. The most immersive escape room in Camden - London Have you got what it takes to escape the disused tube station?,51.544952,5.0,-0.141682,London,"141-145 Kentish Town Road, Camden Town, NW1 8PB",10331235,validation
Museo Leonardo Da Vinci Experience,"['Museums', 'Specialty Museums', 'Science Museums', 'Art Museums']","The exhibition is one of its kind in the world, with a collection of 50 previously unseen machines, which are finally allowed to touch and try and certified reproductions of the 23 most famous paintings of the Tuscan Genius. From The Last Supper to Mona Lisa, the recognised masterpieces have been reproduced full scale according to the typical procedures of the Renaissance workshops and using the same materials (of 500 years ago!) Leonardo used. The visit includes an Audio guide too.",41.902187,4.5,12.461643,Rome,,10660982,validation
Mike Casa Comedy,"['Nightlife', 'Fun & Games', 'Concerts & Shows', 'Comedy Clubs']","Mike Casa Comedy organizes comedy shows in English in Zurich, Basel, Bern, Lugano, Lausanne, Geneva, and Luzern. Check out the website for the dates!",47.413544,5.0,8.540061,Zurich,,26286323,validation
Pedamentina San Martino,"['Sights & Landmarks', 'Lookouts', 'Points of Interest & Landmarks', 'Scenic Walking Areas']",,40.844765,4.0,14.242124,Naples,,8281807,validation
Boerejongens Coffeeshop Center,"['Shopping', 'Gift & Specialty Shops']",Amsterdams #1 coffeeshop Always and only high quality products for fair prices - well known for the prizewinning blocks Brother shop at Baarsjesweg 239 Amsterdam West: Boerejongens West,52.36485,4.5,4.89803,Amsterdam,,10664345,validation
Bridge Between Continents,"['Sights & Landmarks', 'Nature & Parks', 'Points of Interest & Landmarks', 'Bridges', 'Geologic Formations']",The Bridge between continents is a small footbridge over a major fissure which provides clear evidence of the presence of a diverging plate margin. The bridge was built as a symbol for the connection between Eurasian and North America tectonic plates.,63.868477,4.0,-22.681786,Iceland,,2047707,validation
The Roman Guy,"['Tours', 'City Tours', 'Cultural Tours', 'Historical & Heritage Tours', 'Walking Tours', 'Sightseeing Tours']","The Roman Guy is a tour company that offers walking, driving, bike and food tours in Italy. We pride ourselves on our ability to bypass lines and enter museums in exclusive ways. We are an educated and fun team that loves Italy and enjoys working in tourism. Our team of tour guides and staff are Italian & American, but all speak amazing English. We have tours available in Rome, Florence and Venice. We also offer a number of day trips including Amalfi, Pompeii, Chiantii Hills and Pisa.",41.90356,4.5,12.4752,Rome,,3167242,validation
Yoga With Boo,"['Spas & Wellness', 'Yoga & Pilates']","Hi, I’m Boo, I’ve been living in Ibiza for the last 5 years. Over this time, I’ve found the best secret locations and beautiful spots across Ibiza. I’m so excited to bring my love and energy for yoga to you even if it’s your 1st or 100th time practicing. I have created a range of accessible events for everyone to experience. Please check them all out below.",38.962505,5.0,1.220141,Ibiza,,23902040,validation
Puerta de Europa - Torres Kio,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,40.46641,4.0,-3.68961,Madrid,,2307905,validation
Parco Savello,"['Sights & Landmarks', 'Nature & Parks', 'Parks', 'Gardens', 'Lookouts']",,41.88433,4.5,12.48028,Rome,,3226023,validation
Slingshot Ibiza,"['Water & Amusement Parks', 'Theme Parks']","The Slingshot Ibiza, the most exciting ride in the world. Experience up to 6 G's in acceleration. Located on the beach in the heart of San Antonio. Get launched from the volcano into the sky to 72 meters in 1.3 seconds. You can buy an upload video of your experience. Other rides and attractions are available on site. All the fun of the fair for the whole family.",38.97816,4.0,1.307604,Ibiza,"Doctor Fleming 13, 07820",8022448,validation
Schlachtensee,"['Nature & Parks', 'Parks', 'Bodies of Water']",,52.44621,4.5,13.22911,Berlin,,546113,validation
Colors by Experiencity Escape Room,"['Fun & Games', 'Room Escape Games']","We are the biggest escape room in Madrid. Find four different experiences in our facilities where fun and immersion are guaranteed. Book us now in experiencitymadrid.com and come visit, you will not regret!",40.40487,5.0,-3.716346,Madrid,"Plaza Francisco Morano, 3, Local Derecha, 28005",17348462,validation
Plaza de Cibeles,"['Sights & Landmarks', 'Monuments & Statues']",,40.4203,4.5,-3.69141,Madrid,"Calle de Alcala, y Paseo de Recoletos, 28014",243181,validation
Atenas Taxi Rutas,"['Transportation', 'Taxis & Shuttles']",We offer transportation services to the airport and various archaeological sites. We adjust to the needs of each user. we strive to provide comfort and economy in each transfer. let us accompany you on his tour of the land of the gods.,37.940346,5.0,23.725187,Greece,,11747138,validation
Plastik Ibiza,"['Nightlife', 'Bars & Clubs', 'Dance Clubs & Discos']","For over a decade Plastik Ibiza has become synonymous with the creme-de-la-creme of party-goers in Ibiza, attracting celebrities from film, TV and sport, all partying to world class DJs and being served by the sexiest bar staff on the island. Plastik is also proud of its reputation as providing THE BEST VIP bar experience in Ibiza. Plastik VIP Experience packages include boat parties, club tables, in-hotel events, chauffeured limos and bespoke time-tables. Come and visit us to join the glamorous Plastik Ibiza family.",38.97938,4.5,1.30669,Ibiza,,7787304,validation
Sauna Deco,"['Spas & Wellness', 'Spas']","Modesty has no place at this highly respectable sauna, where you get down to the altogether in mixed company. Sauna Deco is a small spa in a unique place and with a unique interior. A place for people that know how to appreciate a sauna bath. Don't expect swimming pools or a Jacuzzi but know it has everything for a couple of hours of relaxing.",52.376392,4.5,4.889312,Amsterdam,,196106,validation
Hamburger Museum,"['Museums', 'Art Museums']","Staatliche Museen zu Berlin closed from Saturday onwards From Saturday, 14.03.2020, onwards all buildings of the Staatliche Museen zu Berlin will be closed until further notice. This measure is intended to minimise the spread of the coronavirus. We ask our visitors for their understanding. The Hamburger Bahnhof – Museum fur Gegenwart – Berlin presides over a comprehensive collection of contemporary art, which it presents in a variety of exhibitions. It is the largest among the buildings housing the Nationalgalerie’s extensive holdings, the remainder of which are divided into the Alte Nationalgalerie, the Neue Nationalgalerie, the Museum Berggruen, and the Sammlung Scharf-Gerstenberg. The museum’s name refers to the building’s original function as one of the first terminal stations of the rail system in Germany. It opened as the terminus of the railway line between Hamburg and Berlin in 1846.",52.52821,3.5,13.37223,Berlin,"Invalidenstraße 50-51, Tiergarten, 10557",259680,validation
Napolirent - Rent Scooter and Car,"['Outdoor Activities', 'Gear Rentals']","Napoli rent è una società dedita al settore dell’autonoleggio con la sua sede principale nel centro di Napoli. Offriamo una flotta variegata di veicoli a noleggio rinnovati ogni anno. Prestiamo particolare attenzione ai pareri e ai bisogni dei nostri clienti in modo da offrire sempre il miglior servizio e la migliore qualità con i nostri autonoleggi. Uno dei tanti benefici del noleggio è che puoi usufruire del servizio pickup. L’auto da te richiesta ti verrà consegnata nel luogo prescelto (stazione, aeroporto, stazione marittima) e lo stesso vale per la riconsegna. Il guidatore aggiuntivo da noi è gratuito e puoi noleggiare anche Scooter e bici elettriche per apprezzare a pieno le bellezze della nostra città.",40.845585,5.0,14.251005,Naples,,13114120,validation
Museu Maritim de Barcelona,"['Museums', 'Specialty Museums']","The Maritime Museum of Barcelona is an institution dedicated to maritime culture with more than 80 years of history whose mission is to preserve, study and disseminate one of the most important collections of maritime heritage in the Mediterranean. It is located in the building of the Royal Shipyards, on the seafront of the city and at the foot of the mountain of Montjuïc. The original use of the historic building was the construction of warships for the Crown of Aragon fleet. The Shipyards were listed, in 1976, as a Historic-Artistic Monument. In 2006, the Maritime Museum of Barcelona was declared a Museum of National Interest.",41.3755,4.0,2.17674,Barcelona,"Av. de les Drassanes S/N, 08001",244200,validation
Lok Siam Spa - Ternes,"['Spas & Wellness', 'Spas']",Authentic thai massage close from Arc de Triomphe.,48.880604,5.0,2.290142,Paris,"17 Rue Guersant, 75017",10876769,validation
No Escape London,"['Fun & Games', 'Room Escape Games']","Here at No Escape, we're puzzle addicts. We love a challenge and after traveling the world and trying the best escape rooms we could find, we have teamed up to give London a truly memorable and immersive escape experience. We want you to love our escape rooms as much as we do, thats why we've put so much planning into every detail of our rooms.",51.51645,5.0,-0.132469,London,"51 Oxford Street, above Londis on the 3rd Floor, W1D 2EF",13384923,validation
Playa de Es Figueral,"['Nature & Parks', 'Outdoor Activities', 'Beaches']",,39.05282,4.0,1.59428,Ibiza,,3239369,validation
The All England Lawn Tennis Club,"['Sights & Landmarks', 'Fun & Games', 'Sports Complexes', 'Arenas & Stadiums']",,51.43361,4.5,-0.21445,London,"Church Road, Wimbledon, SW19 5AE",523737,validation
Maurice de Mauriac,"['Shopping', 'Gift & Specialty Shops']","A visit to Maurice de Mauriac's atelier in Zurich is an absolute must! Let yourself be inspired by the individual Swiss watches from Zurich; become immersed in a world of books about art and race drivers, model cars, diamonds, precious metals, watch models, finished chronographs and much, much more... Come see us in our atelier and together we will design/create your own personal watch",47.36774,5.0,8.53375,Zurich,"Tödistrasse 48, 8002",7693680,validation
Delboy's Bar,"['Nightlife', 'Bars & Clubs', 'Karaoke Bars', 'Coffeehouses']","An English-owned, English-staffed Family Fun Bar and Restaurant. Pub style English food, prepared by an English chef. Children Welcome. Open every day from 10:00 until 02:00",39.110603,4.5,1.518935,Ibiza,,4665396,validation
Jack's Irish Pub Ibiza,"['Nightlife', 'Bars & Clubs']","Irish Pub, specializing In Sport, 5 Big Screen Tvs And 4 Satellite Boxes So We Can Cater For More Than One Sport Very Reasonable Prices And Very Friendly Staff",38.90506,4.5,1.421275,Ibiza,"Carrer d'Astúries, 19, 07800",5907074,validation
"Escape Room Questomatica, Amsterdam","['Fun & Games', 'Room Escape Games']","Imagine that you are a hero of your own movie, but it is real. You do not need any special skills, just a team of 2-6 people and 90 minutes to become part of an exciting story full of unexpected twists, unique tasks and unusual riddles. This is an experience that Carefully designed setting, light and sound effects with thought-out details of decoration create a truly immersive atmosphere providing an experience that will be difficult to forget. Questomatica escape room offers 2 game experiences to choose: Wake Up! and Arcade Invasion. We recommend all our guests to book in advance via the website. This experience is available in 8 languages: Dutch, English, French, German, Spanish, Italian, Russian, Catalan, Swedish.",52.371254,5.0,4.909935,Amsterdam,,7394639,validation
Kunsthalle Zurich,"['Museums', 'Art Museums']","Established in 1985, Kunsthalle Zurich is a non-collecting institution dedicated to contemporary art and its thinking. Kunsthalle Zurich hosts temporary exhibitions, which have, in recent years, included Gilbert & George, Ida Ekblad, Marianna Simnett, The Brotherhood of New Blockheads, Christopher Kulendran Thomas and Pippa Garner.",47.38937,3.5,8.52485,Zurich,,2637550,validation
Paradeplatz,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,47.369686,4.0,8.538896,Zurich,,531593,validation
Victory Column (Siegessaule),"['Sights & Landmarks', 'Monuments & Statues']",The victory column was built in 1873 to celebrate Prussia's victory in the Franco-German War. It was moved to its present location in the Tiergarten in 1938. You can go to the top via 270 steps to see great views of Berlin.,52.51452,4.5,13.35029,Berlin,"Großer Stern 1, 10557",501639,validation
Rome Guides,"['Tours', 'Private Tours', 'Walking Tours']","Rome Guides is a group of professionals in the tourism sector (guides, escorts, interpreters, etc. ) and scholars enthusiasts of the history and the artistic and natural beauties of Rome and its province, eager to make available its expertise and professionalism in favor of the promotion of cultural and environmental heritage of the Capital, absolutely aware of the fact that the touristic sector requires increasing performance excellence.Our aim is to promote and enhance the historic, artistic, archaeological, environmental, naturalistic and folklorist heritage of Rome, using the knowledge and the experience accumulated over the years by each component of Rome Guides, to offer you the best possible service in terms of completeness and satisfaction.To accomplish this goal, Rome Guides organizes guided visits, walking tours and excursions tailored to know and appreciate the city of of Rome and its province, alongside such activity to specific didactic lessons to schools of every order and degree, even through the production of suitable teaching material and promotional literature. This is therefore the primary goal of Rome Guides: in a city always increasingly invaded by mass tourism and improvised “Cicerones”, our desire is to be able to offer a personalized quality service, addressed to anyone interested in discovering and really enjoying the treasures of Rome.",41.8991,5.0,12.42607,Rome,"Via F.M.Renazzi 13, 00165",3279327,validation
Yoga Mykonos Lux,"['Classes & Workshops', 'Other', 'Outdoor Activities', 'Sports Camps & Clinics']",Yoga Mykonos Lux gives you an opportunity to practiceYoga under the guidance of a professional instructor either individually or in a group of other yogies.,37.43531,5.0,25.3469,Greece,,17433797,validation
Emirates Stadium Tour and Museum,"['Sights & Landmarks', 'Museums', 'Specialty Museums', 'Arenas & Stadiums']","Journey into Emirates Stadium and go on an all access behind-the-scenes tour. You’ll have the opportunity to walk in the footsteps of your heroes, listen to their matchday experiences and explore never before seen footage. Tours available in 10 languages.",51.556484,4.5,-0.1061749999999999,London,"75 Drayton Park, Emirates Stadium, N5 1BU",1775127,validation
Safari Club Crete,"['Tours', 'Outdoor Activities', '4WD, ATV & Off-Road Tours']",,35.282043,5.0,25.46745,Greece,,4298058,validation
Yacht Sailing,"['Tours', 'Boat Tours & Water Sports', 'Outdoor Activities', 'Boat Tours', 'Boat Rentals', 'Private Tours']","YachtSailing.gr is a boutique family business operating since 1999, offering custom sailing trips throughout the Greek islands on a weekly basis. We honor Greek hospitality in the yachting industry! Meet different islands each day and allow us to sail you to a journey you will surely remember. The company privately owns 30 sailing boats and catamarans maintained to the highest standards ready to serve your true Greece experience. Your skipper will be a lot more than just a captain. He will be your host in the Greek islands and will make sure that you will have a safe cruise, but at the same time will point out the local taverns and all the must-see locations (away from the tourist traps) and will make sure to provide a great experience to remember. Contact us for more info. We will be happy to hear from you.",37.912457,5.0,23.706644,Greece,,7815437,validation
Amsterdam Icebar,"['Nightlife', 'Bars & Clubs']",,52.366447,3.5,4.900053,Amsterdam,,4101131,validation
Swingers - City,"['Fun & Games', 'Mini Golf']","Comprising two 9-hole crazy golf courses with three incredible street food vendors, five cocktail drenched bars and a two storey clubhouse, Swingers is the ultimate destination for a spot of competitive socialising. Housed in an 18000 sq ft basement in the shadow of the Gherkin, in the heart of the City, Swingers recreates a quintessential 1920s English country golf club. It has two quirky and challenging crazy golf courses - the Lighthouse Course and the Windmill Course. Guests are welcome to visit Swingers for street food, drinks and a non-compulsory round of crazy golf from lunchtime ’til late.",51.51422,4.5,-0.0803789999999999,London,"8 Brown's Buildings, EC3A 8AL",10636440,validation
Lock Academy,"['Fun & Games', 'Room Escape Games']","You think you have the makings of a detective? Join Lock Academy and take part in an investigation where you are the hero of the hour! In teams of 2 to 6 people, discover a Live Escape Game in the heart of Paris, close to the Louvre and Chatelet - Les Halles. Friends, colleagues or family ... The game is open to all! Build your team and challenge yourselves!",48.86389,5.0,2.342049,Paris,"25 rue Coquillière, 75001",8657496,validation
Eglise St-Germain l'Auxerrois,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Architectural Buildings']",,48.859543,4.5,2.341299,Paris,"2 Place du Louvre, 1er Arrondissement, 75001",232168,validation
Isbank Museum,"['Museums', 'Specialty Museums']",,41.016163,4.5,28.97269,Istanbul,,2525482,validation
Cooking Classes in Rome,"['Food & Drink', 'Classes & Workshops', 'Cooking Classes']","A DELICIOUS EXPERIENCE AND AN APPETIZING TIME! Learn to cook great Italian dishes while in Rome In addition to enjoying a meal you just learned to prepare, once you're back home you will be able to recreate a small piece of your Roman experience. We provide fresh and organic ingredients to create a four course meal, a step-by-step lesson for each course and we even do the shopping and the cleaning!",41.88906,5.0,12.471797,Rome,,1878285,validation
Berlin Museum of Medical History of the Charite,"['Museums', 'Specialty Museums']",,52.52633,4.0,13.374562,Berlin,,1569249,validation
Strandbad Mythenquai,"['Nature & Parks', 'Outdoor Activities', 'Beaches']",,47.35494,4.5,8.53468,Zurich,,8589327,validation
Zoologisches Museum der Universitat Zurich,"['Museums', 'Natural History Museums']",,47.37509,4.5,8.548156,Zurich,,531580,validation
Orto Botanico di Napoli,"['Nature & Parks', 'Gardens']",,40.85988,4.5,14.26215,Naples,,4246585,validation
Hash Marihuana & Hemp Museum,"['Museums', 'Specialty Museums']","Uncovering the Past, Present and Future of the Cannabis PlantThe Hemp Museum Gallery is located in the centre of Barcelona in the Palau Mornau, a stunning edifice built in the 15th century, which was remodeled by modernist architect Raspall in 1908. It offers a unique permanent exhibition, on the development of the cannabis plant as a versatile source for industrial, nutritional, medicinal, sacramental and recreational purposes. The collection consists of rare items that founder Ben Dronkers, over the past forty years, collected throughout the world. The museum focuses on modern citizens, who despite repressive government measures, are not deterred, to gain knowledge about this particular plant independently.",41.38082,4.5,2.180128,Barcelona,,3240045,validation
Excursions Barcelona,"['Tours', 'Boat Tours & Water Sports', 'Outdoor Activities', 'Scuba & Snorkeling', 'Boat Tours', 'Water Sports', 'Kayaking & Canoeing', 'Day Trips']","TO SEE ALL OUR TOURS, GET DISCOUNTS, BOOK AND CONTACT US, click our WEBSITE link under the map. We are water sports and adventure fanatics. We take pride in making your vacation something that we ourselves would like to experience: relaxed yet exciting, organized yet open-ended. In a word, we'd like to make your trip different than any other tour company could offer. Get out of the city and experience the beautiful Costa Brava with us, adventure, relaxation and culture all in one. We look forward to hearing from you!",41.38185,5.0,2.182094,Barcelona,,2155724,validation
Deutsche Kinemathek - Museum fuer Film und Fernsehen,"['Museums', 'Specialty Museums']",,52.50949,4.5,13.373793,Berlin,,2147283,validation
Calle 365 Callejon Secreto,"['Nightlife', 'Bars & Clubs']","Solo somos una botillería del mundo...o no. Bienvenidos a este callejón secreto donde si quieres entrar, deberás decirle la contraseña a nuestra botillera Margarita.",40.415295,5.0,-3.699635,Madrid,"Echegaray 18, 28014",23957662,validation
Metro Art Suite,"['Sights & Landmarks', 'Points of Interest & Landmarks']","The «Art Stations» along Line 1 of the underground in Naples, managed by ANM Azienda Napoletana Mobilità, the public transport company, are the result of a project by the municipal administration in Naples. They have inaugurated a new way of devising transit areas which combines architecture and art. The architectures were designed by internationally famous architects, each station has its own stylistic features and was designed specifically for the area it would serve. At the same time, under the artistic coordination by Achille Bonito Oliva, 200 site specific works of art by 90 protagonists of contemporary art have been placed inside and outside the stations.",40.8425,4.5,14.249444,Naples,"Via Foria, 57",2221483,validation
Plaza de la Villa,"['Sights & Landmarks', 'Points of Interest & Landmarks', 'Historic Sites']",,40.41744,4.0,-3.70881,Madrid,,246518,validation
Quiveutpister Paris,"['Fun & Games', 'Scavenger Hunts']","Qvp launches a brand new concept of visiting the city in a unusual way. During an inquiry go on an adventure, discover the surrounding and track a number of clues. The games of Qvp are a mix of a full-sized Cluedo and a murder party. Be the winner of the game during a fun visit with friends and family!",48.86368,5.0,2.35844,Paris,,5484728,validation
Pavillon Le Corbusier,"['Sights & Landmarks', 'Architectural Buildings']","The Pavillon Le Corbusier on Lake Zurich is considered an architectural jewel. The building was initiated by Heidi Weber, who commissioned Le Corbusier and oversaw its completion in 1967. It is the last building designed by the important architect and his only building made of steel and glass. The pavilion remains closed during the winter months and will be open again from April 29 until November 27, 2022.",47.3561,4.0,8.55091,Zurich,,314545,validation
VIP Turkey Transfer,"['Transportation', 'Taxis & Shuttles']","VIP Turkey Transfer: Elevate Your Journey Experience unmatched excellence with VIP Turkey Transfer — redefining transportation services for comfort, reliability, and sophistication. Punctual Airport Transfers: Stress-free arrivals and departures with our punctual and courteous drivers. Luxurious Fleet: From sleek sedans to spacious SUVs, our vehicles offer a stylish and comfortable journey. Personalized Travel Plans: Tailor your journey with flexible plans for self-guided excursions or long-distance travel. Choose VIP Turkey Transfer for more than transportation — it's a partnership in elevating your travel experience. Crafted to perfection, your journey with us is about the luxury of the experience itself.",41.037003,5.0,28.985092,Istanbul,,15236641,validation
Parco Sommerso di Gaiola - Area Marina Protetta,"['Nature & Parks', 'Nature & Wildlife Areas']","The Gaiola Underwater Park is a Marine Protected Area established in 2002 along the Posillipo coast, in the northwestern Gulf of Naples. The Park owes its singularity to the fusion of volcanological, biological and archaeological aspects inserted in one of the most attractive coastal landscape in the Gulf. Many ancient roman remains (I Century b.C.) lie underwater because of a geological phenomenon (bradyseism). It’s possible to visit it by glass-bottom boat, snorkeling and diving tours.",40.80211,4.5,14.18477,Naples,"Discesa Gaiola, 80123",3580569,validation
Action Live Paintball Madrid,"['Fun & Games', 'Game & Entertainment Centers']","ActionLive Paintball, best Paintball field in Spain since 1998. It currently has 2 natural fields and a total of 16 themed scenario games in Madrid. In addition, Action Live has a specific set of Laser Combat, an awesome experience, impact free, perfect for all public. Your Appointment now and live the action, enjoy the Paintball experience!",40.48378,5.0,-3.55907,Madrid,"Avenida del Monte, 12, El Escorial, 28011",7189220,validation
Nieuwmarkt,"['Shopping', 'Sights & Landmarks', 'Points of Interest & Landmarks', 'Flea & Street Markets']",,52.37275,4.0,4.89992,Amsterdam,,266834,validation
Oosterpark,"['Nature & Parks', 'Parks']",,52.35919,4.0,4.92076,Amsterdam,,7375413,validation
Piccolo Teatro Lazzari Felici,"['Concerts & Shows', 'Theaters']","A little theater in the heart of Naples,every week-end dinner-show for tourist with Tarantella show, Cafe Chantant and other kind of neapolitan music",40.84447,4.5,14.25369,Naples,,14116761,validation
Hveradalir,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,64.020775,4.5,-21.38632,Iceland,,7059866,validation
Moonshine Saloon,"['Nightlife', 'Bars & Clubs']","Moonshine Saloon is the centre of an undercover moonshine empire where everyone looks out for themselves and nothing is quite as it seems. Inspired by the captivating tales of the Wild West and its covert operations, Moonshine Saloon invites guests to bring their own liquor to be granted entry to the undercover saloon and into the dark world of moonshining.",51.514744,5.0,-0.078017,London,"28-30 Houndsditch, EC3A 7DB",14066256,validation
El Born Centre de Cultura i Memoria,"['Traveler Resources', 'Conference & Convention Centers']","The archaeological site known as the Ciutat del Born; the permanent exhibition on the Barcelona of the year 1700; the exhibition on the Siege of 1714, which will remain at the centre throughout the tricentenary of those events; the programme of regular arts and cultural events held at the centre , the series of lectures, interviews and talks, as well as other one-off activities hosted by the venue, all share a common purpose – to preserve the memory of our history in an entertaining, diverse and accessible way. Epic, exciting, thought-provoking, memorable, unique, open, inclusive, dynamic, integrated, popular and creative – these are just some of the adjectives that define the experience of entering El Born Centre de Cultura i Memoria, whether it be simply passing through on your way somewhere else or staying for a longer visit, attending a regular or a one-off event or really exploring this country's history in depth. One will never experience two identical visits to El Born, a space that faithfully records past events and helps to give global recognition to the history of the Catalan nation. Daily English guided tours at 16h30",41.38566,4.0,2.183822,Barcelona,,6417067,validation
The Cat Cabinet,"['Museums', 'Specialty Museums']",A museum for cat lovers that features a collection of objects d'art wholly centered around the theme of our feline friends.,52.36541,3.5,4.891507,Amsterdam,,196104,validation
Livebreakout,"['Fun & Games', 'Room Escape Games']","Locked in a room it is up to you and your team to achieve your mission: escape! With the help of your skills, your creativity and your wit you have to find the clues and disclose the connections as a team. However your enemy is powerful, the time! Once the door is locked you have only one hour in which to complete a series of tricky puzzles using only teamwork and logical thinking. Sharpen your senses whilst using your mind and imagination to find hidden clues working together to reach freedom. When you have solved all riddles fame and glory are awaiting you! If you get stuck you have to live with the shame but you will have been part of a memorable, exciting and amusing experience. Designed for teams of 2 to 6 participants our unique real life escape games are invigorating and exciting, but not dangerous. No special skills or physical abilities are necessary to be part of the game and none of the rooms contain horror elements. It might be exhausting and intriguing – especially for your mind! Groups of 7+ persons, please contact us directly for an offer.",47.3863,4.5,8.65584,Zurich,"Bahnstrasse 25, 8603",8518376,validation
Dynjandi (Fjallfoss),"['Nature & Parks', 'Waterfalls']","Dynjandi (also known as Fjallfoss) is the largest waterfall in the Westfjords region of Iceland and is considered to be one of the most impressive waterfalls in all of Iceland. The waterfall in made up of 7 waterfalls, each with its own name, one of which is Dynjandi. Dynjandi means “thunderous”. The total height of the waterfalls is about 100 m.",65.773964,5.0,-23.172527,Iceland,,1908469,validation
Museum Het Schip,"['Sights & Landmarks', 'Museums', 'Specialty Museums', 'Architectural Buildings', 'History Museums']",Museum The Ship is located in the imaginative social housing complex ofthe same name designed by architect Michel de Klerk. This expressionistic housing block was built in 1919 for social housing corporation Eigen Haard. The triangular shape of the building inspired its nickname “The Ship”. It is one of the best examples of the “Amsterdam School”– a movement in architecture and decorative arts that spread across all of the Netherlands.,52.390423,4.5,4.873816,Amsterdam,,2226968,validation
German-Russian Museum,"['Museums', 'Specialty Museums']",,52.4863,4.5,13.539581,Berlin,,2256132,validation
